"ID","Process ID","Process Name","Host Name","thread Domain:Push/Pop_Range:PL_Type:PL_Value:CLR_Type:Color:Msg_Type:Msg","Id:Domain:Start/Stop_Range:PL_Type:PL_Value:CLR_Type:Color:Msg_Type:Msg","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"3","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)","1","7","(128, 1, 1)","(4096, 1, 1)","0","7.5","Command line profiler metrics","gpu__time_duration.sum","usecond","67.84"
"3","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)","1","7","(128, 1, 1)","(4096, 1, 1)","0","7.5","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","3.52"
"4","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::<unnamed>::max_pool_forward_nchw<float>(int, const T1 *, long, long, long, int, int, int, int, int, int, int, int, int, int, T1 *, long *)","1","7","(256, 1, 1)","(2048, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","72.25"
"4","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::<unnamed>::max_pool_forward_nchw<float>(int, const T1 *, long, long, long, int, int, int, int, int, int, int, int, int, int, T1 *, long *)","1","7","(256, 1, 1)","(2048, 1, 1)","0","7.5","Command line profiler metrics","gpu__time_duration.sum","usecond","68.16"
"4","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::<unnamed>::max_pool_forward_nchw<float>(int, const T1 *, long, long, long, int, int, int, int, int, int, int, int, int, int, T1 *, long *)","1","7","(256, 1, 1)","(2048, 1, 1)","0","7.5","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","39.64"
"5","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)","1","7","(256, 1, 1)","(1, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","0.12"
"5","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)","1","7","(256, 1, 1)","(1, 1, 1)","0","7.5","Command line profiler metrics","gpu__time_duration.sum","usecond","2.24"
"5","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)","1","7","(256, 1, 1)","(1, 1, 1)","0","7.5","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","0.08"
"6","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","_5x_cudnn_volta_scudnn_128x32_relu_medium_nn_v1","1","7","(128, 1, 1)","(64, 2, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","7.36"
"6","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","_5x_cudnn_volta_scudnn_128x32_relu_medium_nn_v1","1","7","(128, 1, 1)","(64, 2, 1)","0","7.5","Command line profiler metrics","gpu__time_duration.sum","usecond","134.75"
"6","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","_5x_cudnn_volta_scudnn_128x32_relu_medium_nn_v1","1","7","(128, 1, 1)","(64, 2, 1)","0","7.5","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","55.80"
"7","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)","1","7","(128, 1, 1)","(1, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","0.09"
"7","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)","1","7","(128, 1, 1)","(1, 1, 1)","0","7.5","Command line profiler metrics","gpu__time_duration.sum","usecond","2.14"
"7","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)","1","7","(128, 1, 1)","(1, 1, 1)","0","7.5","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","0.02"
"8","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)","1","7","(512, 1, 1)","(64, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","39.02"
"8","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)","1","7","(512, 1, 1)","(64, 1, 1)","0","7.5","Command line profiler metrics","gpu__time_duration.sum","usecond","24.16"
"8","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)","1","7","(512, 1, 1)","(64, 1, 1)","0","7.5","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","34.61"
"9","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)","1","7","(128, 1, 1)","(1024, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","53.19"
"9","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)","1","7","(128, 1, 1)","(1024, 1, 1)","0","7.5","Command line profiler metrics","gpu__time_duration.sum","usecond","13.63"
"9","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)","1","7","(128, 1, 1)","(1024, 1, 1)","0","7.5","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","6.01"
"10","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)","1","7","(256, 1, 1)","(1, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","0.11"
"10","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)","1","7","(256, 1, 1)","(1, 1, 1)","0","7.5","Command line profiler metrics","gpu__time_duration.sum","usecond","2.24"
"10","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)","1","7","(256, 1, 1)","(1, 1, 1)","0","7.5","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","0.08"
"11","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","_5x_cudnn_volta_scudnn_128x32_relu_medium_nn_v1","1","7","(128, 1, 1)","(64, 2, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","7.50"
"11","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","_5x_cudnn_volta_scudnn_128x32_relu_medium_nn_v1","1","7","(128, 1, 1)","(64, 2, 1)","0","7.5","Command line profiler metrics","gpu__time_duration.sum","usecond","133.02"
"11","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","_5x_cudnn_volta_scudnn_128x32_relu_medium_nn_v1","1","7","(128, 1, 1)","(64, 2, 1)","0","7.5","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","56.03"
"12","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)","1","7","(128, 1, 1)","(1, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","0.09"
"12","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)","1","7","(128, 1, 1)","(1, 1, 1)","0","7.5","Command line profiler metrics","gpu__time_duration.sum","usecond","2.14"
"12","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)","1","7","(128, 1, 1)","(1, 1, 1)","0","7.5","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","0.02"
"13","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)","1","7","(512, 1, 1)","(64, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","39.15"
"13","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)","1","7","(512, 1, 1)","(64, 1, 1)","0","7.5","Command line profiler metrics","gpu__time_duration.sum","usecond","23.68"
"13","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)","1","7","(512, 1, 1)","(64, 1, 1)","0","7.5","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","34.59"
"14","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)","1","7","(128, 1, 1)","(1024, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","60.60"
"14","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)","1","7","(128, 1, 1)","(1024, 1, 1)","0","7.5","Command line profiler metrics","gpu__time_duration.sum","usecond","23.90"
"14","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)","1","7","(128, 1, 1)","(1024, 1, 1)","0","7.5","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","3.04"
"15","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)","1","7","(128, 1, 1)","(1024, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","51.38"
"15","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)","1","7","(128, 1, 1)","(1024, 1, 1)","0","7.5","Command line profiler metrics","gpu__time_duration.sum","usecond","14.18"
"15","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)","1","7","(128, 1, 1)","(1024, 1, 1)","0","7.5","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","6.11"
"16","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)","1","7","(256, 1, 1)","(1, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","0.11"
"16","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)","1","7","(256, 1, 1)","(1, 1, 1)","0","7.5","Command line profiler metrics","gpu__time_duration.sum","usecond","2.24"
"16","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)","1","7","(256, 1, 1)","(1, 1, 1)","0","7.5","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","0.08"
"17","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","_5x_cudnn_volta_scudnn_128x32_relu_medium_nn_v1","1","7","(128, 1, 1)","(64, 2, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","7.22"
"17","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","_5x_cudnn_volta_scudnn_128x32_relu_medium_nn_v1","1","7","(128, 1, 1)","(64, 2, 1)","0","7.5","Command line profiler metrics","gpu__time_duration.sum","usecond","134.75"
"17","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","_5x_cudnn_volta_scudnn_128x32_relu_medium_nn_v1","1","7","(128, 1, 1)","(64, 2, 1)","0","7.5","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","56.07"
"18","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)","1","7","(128, 1, 1)","(1, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","0.09"
"18","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)","1","7","(128, 1, 1)","(1, 1, 1)","0","7.5","Command line profiler metrics","gpu__time_duration.sum","usecond","2.14"
"18","4713","python3.9","127.0.0.1","4713  ""<default domain>:train_step:none:none:none:none:none:none""  ""<default domain>:forward:none:none:none:none:none:none"" ","","void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)","1","7","(128, 1, 1)","(1, 1, 1)","0","7.5","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","0.02"
